CustomerID,recency,frequency,monetary,avg_order_value,unique_products,cluster,segment
12417,3,9,3649.1,19.005729166666665,158,1,Champions
12418,113,1,668.58,19.664117647058823,34,0,New Customers
12420,64,1,600.39,20.70310344827586,29,0,New Customers
12421,16,4,807.04,17.93422222222222,32,0,New Customers
12422,96,3,803.5600000000001,20.604102564102565,39,0,New Customers
12423,1,8,1859.31,14.87448,97,1,Champions
12424,163,2,1760.96,58.69866666666667,30,0,New Customers
12425,78,1,777.2,21.58888888888889,36,0,New Customers
12426,195,1,582.73,19.424333333333333,30,0,New Customers
12427,22,3,825.8,26.638709677419353,26,0,New Customers
12429,9,4,3750.4,38.66391752577319,82,1,Champions
12430,43,1,256.4,23.30909090909091,11,0,New Customers
12432,43,5,5059.32,46.845555555555556,107,1,Champions
12434,85,2,806.14,16.122799999999998,46,0,New Customers
12436,100,1,509.01,31.813125,16,0,New Customers
12438,14,2,2906.85,29.66173469387755,84,1,Champions
12441,367,1,173.55,15.77727272727273,11,0,New Customers
12442,3,1,172.06,14.338333333333333,12,0,New Customers
12444,21,5,5005.46,28.440113636363638,138,1,Champions
12445,22,1,133.4,33.35,4,0,New Customers
12446,58,1,1002.3100000000001,17.584385964912283,57,0,New Customers
12447,243,1,476.49,18.326538461538462,26,0,New Customers
12448,44,1,449.45,20.429545454545455,22,0,New Customers
12449,22,4,4067.29,21.294712041884818,118,1,Champions
12450,156,2,197.88,24.735,7,0,New Customers
12452,17,2,430.57,19.571363636363635,21,0,New Customers
12453,134,1,707.09,16.443953488372095,43,0,New Customers
12455,73,6,2466.86,27.409555555555556,85,1,Champions
12456,44,3,3181.04,25.44832,105,1,Champions
12457,66,7,2363.23,38.11661290322581,53,1,Champions
12458,71,2,947.4,24.931578947368422,35,0,New Customers
12461,94,2,826.88,23.62514285714286,35,0,New Customers
12462,19,2,1189.59,19.186935483870965,51,0,New Customers
12463,53,4,1344.78,16.202168674698793,65,1,Champions
12464,10,8,1212.05,41.79482758620689,6,1,Champions
12465,17,2,742.1899999999999,15.79127659574468,46,0,New Customers
12468,188,2,729.5400000000001,19.19842105263158,36,0,New Customers
12473,29,5,3938.5499999999997,23.443749999999998,140,1,Champions
12475,54,1,723.38,20.093888888888888,36,0,New Customers
12478,4,1,680.99,18.91638888888889,36,0,New Customers
12479,11,1,527.2,17.006451612903227,31,0,New Customers
12480,28,4,3281.63,21.309285714285714,129,1,Champions
12481,23,10,5596.32,25.789493087557602,150,1,Champions
12483,17,8,2484.98,33.133066666666664,46,1,Champions
12484,33,6,4541.72,13.126358381502891,256,1,Champions
12488,10,3,1298.66,23.612000000000002,46,0,New Customers
12489,336,1,334.93,22.328666666666667,15,0,New Customers
12490,5,10,5417.93,22.114,131,1,Champions
12491,39,1,460.40000000000003,17.70769230769231,25,0,New Customers
12492,63,2,263.21000000000004,13.160500000000003,19,0,New Customers
12493,166,2,433.74,19.715454545454545,20,0,New Customers
12494,16,7,1246.1000000000001,16.183116883116885,63,1,Champions
12497,82,1,1043.1,74.50714285714285,14,0,New Customers
12498,21,3,403.70000000000005,17.55217391304348,21,0,New Customers
12501,337,1,2169.39,14.559664429530201,149,0,New Customers
12502,96,5,3723.87,25.332448979591835,102,1,Champions
12504,18,2,482.04999999999995,53.5611111111111,6,0,New Customers
12507,134,3,1304.81,62.13380952380952,19,0,New Customers
12508,26,2,398.27,5.772028985507246,57,0,New Customers
12509,284,1,176.5,25.214285714285715,7,0,New Customers
12510,143,2,982.5699999999999,29.774848484848484,29,0,New Customers
12513,113,1,612.29,17.494,35,0,New Customers
12514,267,1,1017.68,19.954509803921567,51,0,New Customers
12515,353,1,383.7,23.98125,16,0,New Customers
12516,78,2,1312.06,50.46384615384615,20,0,New Customers
12517,28,5,2502.84,8.812816901408452,232,1,Champions
12518,1,5,2056.89,16.58782258064516,84,1,Champions
12519,64,1,340.84,18.935555555555553,17,0,New Customers
12520,79,5,2634.26,17.330657894736845,121,1,Champions
12521,143,1,599.68,15.781052631578946,38,0,New Customers
12522,39,2,192.72,16.06,11,0,New Customers
12524,9,8,4485.72,31.150833333333335,113,1,Champions
12526,1,3,1316.66,18.54450704225352,64,0,New Customers
12527,82,3,348.71000000000004,19.37277777777778,18,0,New Customers
12528,9,6,1933.48,21.01608695652174,50,1,Champions
12530,60,4,1662.28,25.186060606060607,51,1,Champions
12531,15,1,125.22,7.365882352941177,17,0,New Customers
12532,30,1,349.83000000000004,21.864375000000003,16,0,New Customers
12534,131,1,1089.18,17.28857142857143,63,0,New Customers
12535,92,2,716.35,21.069117647058825,28,0,New Customers
12538,29,1,363.95,17.33095238095238,21,0,New Customers
12539,22,4,5568.35,20.396886446886448,157,1,Champions
12541,30,3,981.18,18.868846153846153,46,0,New Customers
12544,36,1,372.7,19.61578947368421,19,0,New Customers
12545,75,2,1000.39,20.0078,42,0,New Customers
12546,47,2,1161.5,16.833333333333332,59,0,New Customers
12547,198,2,207.79999999999998,25.974999999999998,7,0,New Customers
12550,79,1,964.83,16.92684210526316,57,0,New Customers
12551,358,1,168.0,16.8,10,0,New Customers
12552,39,2,437.82,21.891,20,0,New Customers
12553,8,10,3692.28,19.33130890052356,95,1,Champions
12556,50,2,603.71,4.989338842975207,100,0,New Customers
12558,8,1,269.96,24.54181818181818,11,0,New Customers
12559,311,2,561.71,26.74809523809524,21,0,New Customers
12560,5,3,2134.01,20.323904761904764,91,1,Champions
12561,303,1,238.85,14.928125,16,0,New Customers
12562,8,7,3781.7400000000002,22.510357142857146,99,1,Champions
12564,261,1,456.9,21.757142857142856,21,0,New Customers
12565,289,1,145.92,16.21333333333333,9,0,New Customers
12566,86,1,351.65,18.507894736842104,19,0,New Customers
12571,40,2,519.61,15.28264705882353,31,0,New Customers
12572,9,2,1020.42,17.006999999999998,53,0,New Customers
12573,227,1,160.54000000000002,5.733571428571429,26,0,New Customers
12574,316,1,218.45,19.85909090909091,11,0,New Customers
12576,36,5,1315.83,14.952613636363635,72,1,Champions
12578,21,2,2794.51,24.51324561403509,111,1,Champions
12579,78,1,440.42,15.18689655172414,29,0,New Customers
12580,247,1,415.7,17.320833333333333,24,0,New Customers
12581,40,1,197.71,13.180666666666667,15,0,New Customers
12582,239,2,511.36,23.243636363636366,21,0,New Customers
12584,4,9,2338.15,24.355729166666666,44,1,Champions
12585,234,2,2040.1,23.44942528735632,77,0,New Customers
12586,17,1,196.94000000000003,17.903636363636366,11,0,New Customers
12587,8,1,144.0,36.0,4,0,New Customers
12588,39,1,214.89999999999998,21.49,10,0,New Customers
12589,29,2,646.68,18.47657142857143,29,0,New Customers
12591,317,1,452.84999999999997,17.41730769230769,26,0,New Customers
12592,92,2,437.6,24.311111111111114,11,0,New Customers
12593,109,3,418.09999999999997,19.909523809523808,14,0,New Customers
12594,38,10,3338.2200000000003,28.290000000000003,50,1,Champions
12596,51,2,618.27,22.898888888888887,25,0,New Customers
12597,19,4,3811.22,18.50106796116505,184,1,Champions
12598,10,8,3023.08,22.902121212121212,84,1,Champions
12599,29,7,1032.58,16.654516129032256,32,1,Champions
12600,29,10,2599.04,40.61,32,1,Champions
12601,190,5,577.0600000000001,20.609285714285715,21,0,New Customers
12602,59,1,153.12,12.76,12,0,New Customers
12604,79,2,254.18,15.88625,15,0,New Customers
12607,60,1,1579.51,15.63871287128713,101,0,New Customers
12609,78,3,1126.85,18.78083333333333,57,0,New Customers
12610,23,5,2099.54,19.80698113207547,85,1,Champions
12611,52,1,1193.32,18.35876923076923,65,0,New Customers
12612,74,1,704.0400000000001,37.054736842105264,19,0,New Customers
12613,57,5,3344.38,21.858692810457516,124,1,Champions
12614,278,1,315.6,15.780000000000001,20,0,New Customers
12615,2,4,2291.19,21.820857142857143,82,1,Champions
12616,95,2,713.3,22.290625,25,0,New Customers
12617,29,1,355.53,8.465,39,0,New Customers
12618,22,1,177.31,16.11909090909091,11,0,New Customers
12619,16,9,3641.24,40.45822222222222,50,1,Champions
12620,15,3,1339.41,14.558804347826088,89,1,Champions
12622,232,1,180.1,16.37272727272727,11,0,New Customers
12623,276,1,305.1,16.950000000000003,18,0,New Customers
12624,106,2,641.13,16.87184210526316,36,0,New Customers
12625,212,2,2683.82,31.207209302325584,73,0,New Customers
12627,11,7,4478.53,19.47186956521739,162,1,Champions
12628,4,3,786.46,19.181951219512197,34,0,New Customers
12630,10,2,1270.88,19.8575,60,0,New Customers
12631,57,1,640.5,20.661290322580644,31,0,New Customers
12633,59,4,2163.98,21.425544554455445,73,1,Champions
12635,90,2,1689.18,16.724554455445546,96,0,New Customers
12638,33,1,671.69,17.222820512820515,39,0,New Customers
12639,239,1,486.1,22.095454545454547,22,0,New Customers
12640,24,3,1174.58,22.16188679245283,47,0,New Customers
12641,115,1,185.9,18.59,10,0,New Customers
12642,25,3,1013.26,21.558723404255318,39,0,New Customers
12644,130,1,477.91,15.416451612903227,31,0,New Customers
12645,34,4,1775.18,24.31753424657534,58,1,Champions
12646,5,2,1346.97,29.932666666666666,43,0,New Customers
12648,155,1,318.05,15.145238095238096,21,0,New Customers
12649,107,3,623.51,20.113225806451613,28,0,New Customers
12650,3,1,314.44,15.722,20,0,New Customers
12651,335,1,114.0,12.666666666666666,9,0,New Customers
12652,331,1,919.98,19.16625,48,0,New Customers
12653,149,2,2209.85,51.391860465116274,37,0,New Customers
12654,11,5,601.98,15.841578947368422,31,0,New Customers
12656,17,5,4051.17,32.152142857142856,89,1,Champions
12657,11,4,1643.18,34.961276595744685,35,0,New Customers
12658,19,1,686.05,19.056944444444444,36,0,New Customers
12660,11,1,245.1,18.853846153846153,13,0,New Customers
12667,58,1,620.13,18.791818181818183,33,0,New Customers
12668,12,4,3807.15,23.64689440993789,115,1,Champions
12669,151,3,2744.0299999999997,27.168613861386135,98,1,Champions
12670,10,5,2996.05,32.56576086956522,58,1,Champions
12672,330,1,225.89999999999998,22.589999999999996,10,0,New Customers
12673,5,2,610.52,14.536190476190475,42,0,New Customers
12674,39,4,1970.6,23.742168674698792,52,1,Champions
12676,25,6,1331.39,29.586444444444446,33,1,Champions
12679,59,4,1113.02,23.187916666666666,43,0,New Customers
12680,1,4,862.81,16.592499999999998,33,0,New Customers
12684,8,7,2283.63,21.748857142857144,61,1,Champions
12685,28,6,2863.08,18.236178343949042,117,1,Champions
12688,114,1,4873.8099999999995,28.501812865497072,171,1,Champions
12689,26,2,1247.61,17.327916666666667,57,0,New Customers
12690,206,1,389.01,24.313125,16,0,New Customers
12691,28,6,1035.8,32.36875,21,0,New Customers
12693,127,4,855.91,21.946410256410257,35,0,New Customers
12694,70,2,869.67,23.504594594594593,32,0,New Customers
12695,7,4,582.1,21.55925925925926,23,0,New Customers
12697,29,3,957.59,23.355853658536585,37,0,New Customers
12700,8,4,4939.99,18.432798507462685,193,1,Champions
12701,80,2,797.71,15.051132075471699,50,0,New Customers
12702,20,1,219.0,18.25,12,0,New Customers
12703,71,1,283.55,13.502380952380953,21,0,New Customers
12704,7,8,2340.84,26.600454545454546,64,1,Champions
12707,292,1,603.42,18.285454545454545,33,0,New Customers
12708,30,10,2712.91,17.27968152866242,86,1,Champions
12710,97,3,1149.02,14.922337662337663,75,0,New Customers
12713,1,1,848.55,22.330263157894734,38,0,New Customers
12714,9,5,4708.86,18.18092664092664,216,1,Champions
12715,106,1,353.86,16.85047619047619,20,0,New Customers
12716,4,2,1053.49,15.267971014492753,60,0,New Customers
12717,151,2,1030.98,18.74509090909091,49,0,New Customers
12718,71,1,238.25,12.539473684210526,19,0,New Customers
12719,5,2,644.95,16.53717948717949,34,0,New Customers
12721,32,6,2656.13,16.497701863354038,133,1,Champions
12722,85,4,997.63,18.82320754716981,50,0,New Customers
12723,4,5,725.07,10.508260869565218,53,0,New Customers
12724,5,4,1031.41,19.460566037735852,47,0,New Customers
12725,371,1,427.8,17.825,24,0,New Customers
12726,28,7,2609.1,21.041129032258063,57,1,Champions
12727,11,7,3980.7,28.638129496402875,109,1,Champions
12728,71,4,836.33,18.18108695652174,38,0,New Customers
12729,114,1,453.01,17.423461538461538,26,0,New Customers
12732,180,1,236.26000000000002,19.688333333333336,12,0,New Customers
12733,234,1,383.95,17.452272727272728,22,0,New Customers
12735,315,2,779.5699999999999,18.12953488372093,38,0,New Customers
12736,333,1,234.0,58.5,4,0,New Customers
12738,372,1,155.35,14.122727272727273,11,0,New Customers
12739,78,2,1013.04,26.658947368421053,38,0,New Customers
12740,64,1,427.6,15.837037037037037,27,0,New Customers
12749,4,5,4090.88,20.55718592964824,160,1,Champions
12750,129,1,275.88,18.392,15,0,New Customers
12754,236,3,3010.74,47.78952380952381,49,0,New Customers
12758,117,2,2791.59,28.779278350515465,84,1,Champions
12759,52,3,1531.44,16.12042105263158,81,1,Champions
12762,8,2,1898.52,27.51478260869565,62,0,New Customers
12763,138,2,494.08,27.448888888888888,16,0,New Customers
12764,317,1,1693.88,37.64177777777778,45,0,New Customers
12769,239,1,1143.6,35.7375,32,0,New Customers
12772,60,1,892.47,16.226727272727274,55,0,New Customers
12775,17,5,1386.04,21.00060606060606,47,1,Champions
12778,20,6,822.23,16.4446,40,1,Champions
12779,38,8,3981.36,26.72053691275168,88,1,Champions
12781,64,2,826.74,33.0696,25,0,New Customers
12782,5,5,2330.92,22.630291262135923,81,1,Champions
12783,2,6,2225.91,26.49892857142857,76,1,Champions
12784,9,2,574.42,9.73593220338983,54,0,New Customers
12785,364,1,311.95,22.282142857142855,14,0,New Customers
12787,10,3,463.66,23.183,17,0,New Customers
12790,192,1,324.92,15.472380952380954,21,0,New Customers
12792,257,1,400.53999999999996,16.0216,25,0,New Customers
12793,335,2,545.48,22.728333333333335,21,0,New Customers
12794,53,2,860.41,19.12022222222222,43,0,New Customers
12795,19,1,430.48,30.74857142857143,14,0,New Customers
12797,366,1,254.03,19.540769230769232,13,0,New Customers
12802,187,1,427.58,17.1032,25,0,New Customers
12808,37,3,483.65000000000003,17.273214285714285,27,0,New Customers
12809,178,1,489.31,19.572400000000002,25,0,New Customers
12811,261,3,514.85,16.608064516129033,27,0,New Customers
12812,45,1,229.64000000000001,15.309333333333335,15,0,New Customers
12814,102,1,125.92,62.96,2,0,New Customers
12815,148,2,1063.46,22.6268085106383,38,0,New Customers
12816,96,2,572.2,19.731034482758623,27,0,New Customers
12817,281,1,166.04,41.51,4,0,New Customers
12820,3,4,942.34,15.97186440677966,55,0,New Customers
12822,71,2,948.88,20.62782608695652,41,0,New Customers
12824,60,1,397.12,15.8848,25,0,New Customers
12826,3,7,1474.72,16.205714285714286,58,1,Champions
12827,6,3,430.15000000000003,17.206000000000003,19,0,New Customers
12828,3,6,1018.71,18.19125,46,1,Champions
12829,337,2,293.0,26.636363636363637,9,0,New Customers
12831,262,1,215.05,23.894444444444446,9,0,New Customers
12832,32,2,383.03,14.186296296296295,27,0,New Customers
12833,145,1,417.38,17.390833333333333,24,0,New Customers
12834,283,1,312.38,17.354444444444443,18,0,New Customers
12836,59,4,2612.86,14.930628571428572,148,1,Champions
12837,173,1,134.1,11.174999999999999,12,0,New Customers
12838,34,2,683.13,5.55390243902439,115,0,New Customers
12840,144,4,2726.77,24.13070796460177,67,1,Champions
12842,70,2,1118.99,32.9114705882353,34,0,New Customers
12843,66,8,1702.26,16.526796116504855,69,1,Champions
12844,29,2,325.96000000000004,6.268461538461539,47,0,New Customers
12845,267,4,354.09,13.114444444444443,26,0,New Customers
12847,22,1,871.54,9.577362637362636,72,0,New Customers
12849,31,2,1050.8899999999999,20.6056862745098,47,0,New Customers
12852,295,1,311.55,18.326470588235296,17,0,New Customers
12853,135,6,1957.1000000000001,25.09102564102564,66,1,Champions
12854,79,3,1324.5,12.040909090909091,95,1,Champions
12856,8,6,2179.93,6.942452229299363,155,1,Champions
12857,211,2,1106.4,24.05217391304348,37,0,New Customers
12864,138,1,147.12,49.04,3,0,New Customers
12865,26,2,1568.23,16.507684210526318,86,0,New Customers
12866,283,1,559.12,21.504615384615384,26,0,New Customers
12867,26,7,4036.82,7.503382899628253,240,1,Champions
12868,186,6,1607.0600000000002,15.0192523364486,72,1,Champions
12871,84,2,380.64,34.60363636363636,8,0,New Customers
12872,327,2,599.97,9.090454545454547,58,0,New Customers
12876,58,2,2218.02,26.09435294117647,67,0,New Customers
12878,236,2,854.99,18.191276595744682,38,0,New Customers
12879,45,3,573.22,57.322,7,0,New Customers
12881,276,1,298.0,42.57142857142857,7,0,New Customers
12883,25,4,703.47,16.749285714285715,39,0,New Customers
12884,88,1,309.05,44.15,7,0,New Customers
12885,63,3,1175.22,16.552394366197184,66,0,New Customers
12886,68,2,1378.4,16.809756097560978,75,0,New Customers
12888,214,2,354.12,70.824,4,0,New Customers
12890,24,1,380.46999999999997,4.639878048780488,78,0,New Customers
12893,31,1,188.14,5.533529411764706,27,0,New Customers
12895,42,2,372.8,16.945454545454545,22,0,New Customers
12897,205,2,216.5,54.125,3,0,New Customers
12902,265,1,138.68,13.868,10,0,New Customers
12904,18,2,509.58,7.0775,59,0,New Customers
12906,12,5,2919.81,46.34619047619047,55,1,Champions
12909,40,5,2178.67,23.941428571428574,78,1,Champions
12910,23,8,3075.04,41.00053333333333,48,1,Champions
12912,3,5,1662.3,69.2625,17,0,New Customers
12913,5,5,2483.63,49.6726,37,1,Champions
12915,149,2,363.65,16.529545454545453,19,0,New Customers
12916,139,4,3006.15,28.094859813084113,53,1,Champions
12919,8,6,1335.19,26.7038,34,1,Champions
12920,17,1,164.23,5.8653571428571425,27,0,New Customers
12922,161,1,405.38,14.477857142857143,28,0,New Customers
12923,64,1,176.97,6.102413793103448,28,0,New Customers
12924,88,4,933.7,31.123333333333335,22,0,New Customers
12925,5,2,694.05,15.423333333333332,42,0,New Customers
12928,35,5,2062.7000000000003,24.555952380952384,59,1,Champions
12929,312,1,117.85,14.73125,8,0,New Customers
12930,78,2,415.8,16.632,20,0,New Customers
12933,24,3,607.53,5.7314150943396225,102,0,New Customers
12935,2,7,2160.7,16.749612403100773,80,1,Champions
12936,17,4,1063.9,17.15967741935484,56,0,New Customers
12937,15,4,1504.27,12.535583333333333,81,1,Champions
12938,26,1,114.14,12.682222222222222,9,0,New Customers
12940,55,2,913.54,9.227676767676767,87,0,New Customers
12942,131,3,683.9,9.118666666666666,68,0,New Customers
12944,36,2,604.51,20.150333333333332,29,0,New Customers
12945,288,1,462.95,20.128260869565217,23,0,New Customers
12947,144,6,1603.99,16.535979381443298,83,1,Champions
12948,16,7,2064.95,17.801293103448273,82,1,Champions
12949,31,8,4167.22,19.382418604651164,166,1,Champions
12951,9,6,1064.07,16.89,53,1,Champions
12952,6,4,1387.79,17.566962025316457,64,1,Champions
12953,10,1,329.85,19.40294117647059,17,0,New Customers
12957,10,8,4017.54,16.880420168067225,208,1,Champions
12962,7,2,266.39,16.649375,15,0,New Customers
12963,8,8,1856.63,19.54347368421053,75,1,Champions
12965,89,1,771.91,7.081743119266055,108,0,New Customers
12966,10,1,160.18,16.018,10,0,New Customers
12968,112,1,135.95,27.189999999999998,5,0,New Customers
12974,198,1,144.8,18.1,8,0,New Customers
12976,212,1,738.6,33.57272727272727,22,0,New Customers
12981,30,2,372.21999999999997,18.610999999999997,12,0,New Customers
12982,243,1,390.54,13.947857142857144,28,0,New Customers
12985,1,2,1239.38,16.30763157894737,73,0,New Customers
12987,74,2,558.7,19.95357142857143,27,0,New Customers
12988,292,1,535.32,5.818695652173914,75,0,New Customers
12990,31,3,409.5,31.5,8,0,New Customers
12991,23,2,503.76,16.25032258064516,31,0,New Customers
12993,23,4,414.76,15.361481481481482,26,0,New Customers
12994,4,3,974.4200000000001,15.97409836065574,52,0,New Customers
12995,85,1,211.32,70.44,3,0,New Customers
12997,22,4,1226.89,20.794745762711866,45,0,New Customers
12999,196,3,455.88,16.28142857142857,25,0,New Customers
13000,107,3,534.85,17.253225806451614,30,0,New Customers
13002,318,1,120.94999999999999,17.27857142857143,7,0,New Customers
13003,106,3,149.05,24.84166666666667,4,0,New Customers
13005,174,2,513.7,19.75769230769231,21,0,New Customers
13008,323,1,229.46999999999997,16.390714285714285,14,0,New Customers
13012,9,8,1661.8400000000001,18.6723595505618,67,1,Champions
13014,11,10,3466.2799999999997,31.800733944954125,67,1,Champions
13015,53,5,3346.28,19.012954545454548,156,1,Champions
13016,73,3,789.89,16.806170212765956,39,0,New Customers
13021,4,9,2616.38,19.97236641221374,101,1,Champions
13023,64,2,689.9,17.2475,36,0,New Customers
13026,1,5,975.36,24.384,32,0,New Customers
13028,23,2,661.3199999999999,14.695999999999998,40,0,New Customers
13030,11,2,799.48,8.075555555555555,76,0,New Customers
13032,52,2,1010.18,14.227887323943662,55,0,New Customers
13033,357,1,190.55,17.322727272727274,11,0,New Customers
13034,55,2,642.77,17.372162162162162,37,0,New Customers
13035,74,2,921.88,34.1437037037037,23,0,New Customers
13037,138,3,881.07,18.355625,44,0,New Customers
13038,80,3,908.46,32.445,24,0,New Customers
13040,9,2,676.99,15.743953488372092,38,0,New Customers
13043,273,1,516.42,39.72461538461538,13,0,New Customers
13044,291,1,560.47,16.983939393939394,33,0,New Customers
13045,99,1,305.28000000000003,16.96,18,0,New Customers
13046,31,2,629.31,17.980285714285714,33,0,New Customers
13047,32,10,3237.54,18.822906976744186,106,1,Champions
13048,14,4,1835.91,13.499338235294118,77,1,Champions
13049,64,2,656.6800000000001,46.90571428571429,14,0,New Customers
13052,212,1,348.15000000000003,19.34166666666667,18,0,New Customers
13055,78,3,1214.41,15.979078947368421,74,0,New Customers
13058,25,3,271.40000000000003,33.925000000000004,5,0,New Customers
13059,250,1,183.4,22.925,8,0,New Customers
13060,254,1,307.53,20.502,15,0,New Customers
13061,72,1,248.61,24.861,10,0,New Customers
13062,191,1,346.98,31.543636363636367,11,0,New Customers
13064,13,4,1119.49,16.22449275362319,51,0,New Customers
13065,373,1,205.86,14.704285714285716,14,0,New Customers
13066,24,2,470.8,9.808333333333334,48,0,New Customers
13067,82,1,115.46000000000001,7.697333333333334,14,0,New Customers
13070,192,1,228.8,25.422222222222224,9,0,New Customers
13072,267,1,177.15,25.307142857142857,7,0,New Customers
13075,130,1,919.61,41.80045454545455,22,0,New Customers
13077,1,4,729.27,6.5113392857142856,99,1,Champions
13079,4,5,220.10000000000002,36.68333333333334,2,0,New Customers
13082,126,9,3613.63,49.50178082191781,63,1,Champions
13083,4,2,303.75,16.875,15,0,New Customers
13085,158,2,416.08000000000004,18.912727272727274,17,0,New Customers
13091,28,1,345.82,16.467619047619046,21,0,New Customers
13092,71,5,477.83,19.1132,19,0,New Customers
13103,40,1,243.94,30.4925,8,0,New Customers
13104,3,6,1098.48,54.924,14,0,New Customers
13107,44,4,1531.6200000000001,26.407241379310346,54,1,Champions
13108,373,1,350.06,35.006,10,0,New Customers
13109,60,2,786.54,16.734893617021275,41,0,New Customers
13110,31,7,1488.67,10.266689655172414,109,1,Champions
13115,12,4,2294.78,19.12316666666667,88,1,Champions
13116,138,1,501.14,16.704666666666665,30,0,New Customers
13117,22,8,984.91,12.959342105263158,66,1,Champions
13118,20,5,1197.81,15.162151898734177,68,1,Champions
13121,269,1,283.73,5.674600000000001,50,0,New Customers
13122,94,2,922.39,16.77072727272727,54,0,New Customers
13124,90,3,3866.33,16.452468085106382,185,1,Champions
13126,5,8,2099.64,14.997428571428571,124,1,Champions
13127,78,1,259.17,17.278000000000002,15,0,New Customers
13131,23,3,1073.3,24.393181818181816,30,0,New Customers
13134,86,4,1793.58,18.301836734693875,94,1,Champions
13136,56,5,2607.61,20.53236220472441,94,1,Champions
13137,11,8,3650.41,5.185241477272727,345,1,Champions
13138,22,6,962.39,15.276031746031746,31,1,Champions
13139,16,7,5064.94,29.79376470588235,132,1,Champions
13140,108,3,423.72,9.211304347826088,40,0,New Customers
13141,85,5,2388.75,17.694444444444443,113,1,Champions
13142,19,1,307.09,13.351739130434781,23,0,New Customers
13146,26,1,228.91,13.465294117647058,16,0,New Customers
13149,14,4,1676.06,19.48906976744186,76,1,Champions
13151,296,1,1257.8700000000001,16.998243243243245,73,0,New Customers
13153,6,1,486.22,32.41466666666667,15,0,New Customers
13155,33,4,971.76,11.432470588235294,67,0,New Customers
13157,49,4,1741.22,20.014022988505747,69,1,Champions
13158,95,4,1201.06,15.203291139240505,59,0,New Customers
13159,9,4,1437.85,11.883057851239668,114,1,Champions
13161,313,1,112.75,14.09375,8,0,New Customers
13162,122,4,1688.29,21.370759493670885,74,1,Champions
13165,46,2,1021.48,24.32095238095238,40,0,New Customers
13166,283,1,417.2,10.175609756097561,39,0,New Customers
13167,19,4,791.33,12.174307692307693,51,0,New Customers
13168,36,4,1319.19,10.070152671755725,102,1,Champions
13169,64,2,712.88,54.83692307692308,11,0,New Customers
13171,22,3,468.41,10.182826086956522,37,0,New Customers
13173,4,2,353.65,8.224418604651163,41,0,New Customers
13174,16,3,2817.03,8.971433121019109,228,1,Champions
13176,46,1,492.84,6.845,66,0,New Customers
13177,65,1,282.45,16.61470588235294,17,0,New Customers
13182,45,1,121.18,11.016363636363637,11,0,New Customers
13183,8,9,3957.78,42.10404255319149,51,1,Champions
